external_gene_name	Y	A	CtrlUn	KUnInj	CtrlInj	KInj	N	KN
Nfkbia	1092.4	540.551	394.049	390.048	295.509	205.311	275.121	353.948
Nfkbib	178.202	70.0469	62.3849	16.3429	43.8882	216.575	63.1426	30.5753
Nfkbid	820.037	199.568	202.436	123.036	97.0995	147.688	117.265	389.639
Nfkbie	413.478	145.38	89.9783	70.9856	64.4323	110.775	76.6732	104.927
Nfkbil1	156.66	54.1872	37.7236	26.3368	36.7948	118.838	175.897	45.2759
Nfkbiz	107.075	286.796	109.849	104.238	106.381	124.683	162.367	89.7494
Nfrkb	1082.01	1234.41	1379.89	1791.94	1260.95	675.422	721.63	1566.11
Nfs1	808.455	243.182	157.688	186.473	163.554	329.881	374.345	295.123
Nfu1	269.09	200.889	136.537	130.755	124.861	127.025	216.489	183.537
Nfx1	605.505	325.123	324.058	363.043	266.389	196.055	311.203	411.8
Nfxl1	777.33	446.714	392.909	336.673	357.462	388.025	419.447	342.743
Nfya	115.587	58.1521	63.3623	44.6375	54.8601	138.15	81.1834	60.3718
Nfyb	137.272	109.696	170.88	196.501	244.071	163.834	239.04	223.675
Nfyc	83.8321	146.702	207.68	181.992	104.94	123.707	108.244	239.13
Ngb	126.834	52.8656	60.0979	43.3135	77.2608	169.722	67.6528	59.6318
Ngdn	3401.88	1601.83	812.356	929.853	613.211	391.278	387.876	1595.44
Ngef	175.767	126.877	121.876	153.889	133.811	173.332	67.6528	177.236
Ngf	269.464	281.509	207.319	174.079	203.812	285.616	338.264	266.505
Ngfr	158.603	55.5089	30.2463	21.4246	40.3415	111.285	117.265	32.5402
Ngly1	784.003	696.504	562.591	590.34	511.693	306.657	288.652	335.693
Ngp	85.6959	38.3276	28.2578	8.78268	18.3974	94.3488	45.1019	14.6889
Ngrn	287.808	112.339	78.6876	49.6288	58.7803	116.418	81.1834	73.1191
Nhej1	85.048	37.0059	32.1482	23.858	36.7118	101.277	72.163	28.1762
Nhlh1	608.337	593.416	463.796	537.361	431.467	308.766	302.182	497.667
Nhlh2	663.129	224.679	182.022	145.219	172.546	281.77	293.162	142.207
Nhlrc1	694.731	663.463	531.993	605.177	516.07	281.497	324.733	622.136
Nhlrc2	23.8885	48.9007	195.05	231.654	152.624	52.8004	166.877	244.677
Nhlrc3	529.729	315.872	304.827	322.786	240.732	230.468	284.142	270.132
Nhlrc4	252.709	101.766	64.7056	23.8355	71.6917	205.083	230.02	46.0548
Nhp2	955.636	750.691	339.138	368.068	240.192	175.896	243.55	629.255
Nhs	56.3364	81.9417	142.32	99.869	144.742	124.343	54.1222	91.7494
Nhsl1	1386.15	691.218	613.242	697.011	695.958	394.846	432.978	522.445
Nhsl2	188.038	245.825	191.733	238.919	267.249	131.441	180.407	187.076
Nicn1	968.033	494.293	269.94	212.323	220.437	182.513	157.857	453.635
Nid1	32.8009	23.7895	16.8902	8.78268	11.055	14.0117	18.0407	13.1037
Nid2	699.975	725.58	735.913	943.592	653.013	483.851	563.773	711.877
Nif3l1	2717.3	2226.96	1810.31	2365.6	1439.6	681.281	911.058	2216.55
Nifk	647.278	463.896	536.316	656.81	365.137	321.925	419.447	420.37
Nim1k	232.048	491.65	381.999	531.148	523.537	241.262	383.366	512.755
Nin	592.379	474.469	738.719	736.419	710.519	606.844	829.874	835.795
Ninj1	632.946	278.866	166.692	174.589	190.818	181.484	239.04	222.454
Ninj2	333.034	603.989	258.023	282.708	236.936	323.716	202.958	288.089
Ninl	136.947	113.661	89.7423	75.3769	97.2655	133.483	117.265	74.3284
Nip7	1262.56	905.323	549.793	684.606	387.206	244.005	360.815	753.885
Nipa1	103.803	42.2925	45.1817	27.5479	29.3695	81.3079	90.2037	40.904
Nipa2	133.947	60.7954	70.8684	56.0006	65.8321	75.538	36.0815	68.7395
Nipal1	389.462	422.925	234.57	224.728	220.478	165.027	193.938	281.228
Nipal2	182.917	103.088	148.266	110.451	148.786	208.825	81.1834	115.992
Nipal3	190.292	85.9066	79.5688	55.3103	89.8401	237.652	315.713	106.125
Nipal4	97.0905	64.7603	104.981	98.0015	86.4177	141.978	139.816	96.1561
Nipbl	371.96	737.475	403.732	371.791	339.854	409.637	392.386	300.32
Nipsnap1	299.203	166.527	127.394	163.86	155.839	117.899	121.775	216.512
Nipsnap2	276.89	101.766	69.8333	64.8058	76.8043	125.38	94.7139	135.476
Nipsnap3a	120.187	97.8013	216.37	231.733	176.258	150.001	320.223	144.168
Nipsnap3b	1181.45	1267.45	1036.95	1256.26	1383.99	438.856	563.773	917.18
Nisch	606.433	338.34	286.339	277.48	279.217	525.639	590.834	363.858
Nit1	45.4649	23.7895	17.545	31.3845	20.2952	21.0263	4.51019	17.4755
Nit2	245.255	259.041	388.605	339.422	361.05	218.841	275.121	287.596
Nkain1	439.106	268.293	145.979	90.4071	117.229	236.771	207.469	243.479
Nkain2	222.88	252.433	281.25	256.611	247.784	312.629	279.632	270.919
Nkain3	249.458	223.357	282.357	243.04	276.904	276.995	333.754	197.851
Nkain4	156.743	54.1872	103.344	31.9731	53.3359	222.024	184.918	61.1585
Nkap	224.205	155.953	80.2332	60.3241	75.3214	102.032	130.795	73.4832
Nkapl	874.307	1059.96	641.21	629.103	742.895	321.781	451.019	576.668
Nkd1	598.375	774.481	304.216	308.231	379.739	352.806	193.938	288.394
Nkd2	322.133	191.638	194.661	143.058	201.832	346.036	320.223	207.773
Nkg7	106.505	29.0761	75.0477	27.5704	25.8228	145.171	112.755	29.405
Nkiras1	1867.45	1488.17	892.835	1005.43	822.137	340.059	270.611	800.069
Nkiras2	4101.82	552.445	362.879	456.529	393.884	359.144	306.693	900.089
Nkpd1	365.041	121.591	84.4798	47.0936	56.758	124.228	139.816	60.3873
Nkrf	63.523	105.731	85.8375	93.5761	108.362	71.6288	130.795	89.0056
Nktr	2663.27	1192.12	865.314	1009.45	778.414	466.528	387.876	1210.47
Nkx1-1	281.951	58.1521	53.2657	73.4417	62.493	168.72	108.244	83.4518
Nkx-1.2	35.2708	7.92984	19.1964	16.3655	27.5131	44.8296	54.1222	25.0059
Nkx1-2	124.629	43.6141	42.2687	26.3932	29.4524	81.6191	22.5509	60.364
Nkx2-1	350.601	129.521	269.632	241.953	312.382	192.06	275.121	162.508
Nkx2-2	970.95	1086.39	811.759	764.804	900.269	477.768	744.181	819.365
Nkx2-2os	189.659	259.041	121.847	119.325	122.59	128.453	108.244	99.6593
Nkx2-3	339.365	42.2925	90.349	67.8618	86.3349	168.435	126.285	101.683
Nkx2-4	404.982	99.123	143.35	161.37	172.712	134.385	230.02	84.6415
Nkx2-5	178.312	23.7895	34.0789	15.0076	55.1922	140.083	117.265	41.3033
Nkx2-6	111.517	62.1171	74.0944	26.3932	66.1642	108.707	108.244	34.9355
Nkx2-9	328.662	383.276	385.421	441.623	475.314	283.606	279.632	321.404
Nkx3-1	323.428	486.363	337.822	326.622	386.957	173.827	207.469	299.905
Nkx3-2	494.647	281.509	880.942	728.01	577.081	844.912	58465.5	371.842
Nkx6-1	179.465	46.2574	70.2425	53.3976	66.4545	82.4689	144.326	82.6884
Nkx6-2	254.055	108.374	82.5683	44.5472	95.2845	116.15	207.469	108.814
Nkx6-3	249.934	52.8656	88.3413	57.0874	51.4795	131.91	94.7139	118.732
Nle1	124.635	48.9007	56.1786	25.7369	53.3359	153.59	81.1834	42.9079
Nlgn1	216.628	269.615	240.498	239.293	205.959	183.418	198.448	220.919
Nlgn2	129.438	43.6141	53.2897	20.7681	71.4012	109.17	54.1222	50.0663
Nlgn3	1121.28	498.258	349.388	363.122	384.281	342.45	243.55	393.749
Nlk	131.125	109.696	98.1198	106.037	82.7053	163.613	189.428	185.181
Nln	582.434	700.469	209.365	163.361	144.783	228.169	252.57	151.796
Nlrc3	257.346	93.8364	193.226	85.4271	137.607	232.505	148.836	98.4854
Nlrc4	96.0453	42.2925	60.8007	48.3387	47.7669	104.809	117.265	46.5085
Nlrc5	139.532	71.3685	101.361	72.2193	71.3597	254.554	220.999	95.3654
Nlrp10	48.0919	10.5731	37.3674	39.5559	34.8555	76.117	63.1426	25.0371
Nlrp12	313.606	79.2984	169.032	79.0893	36.5457	192.615	148.836	98.5437
Nlrp14	53.6832	42.2925	86.7909	65.3832	76.7211	119.978	76.6732	50.0508
Nlrp1a	92.165	14.538	88.062	40.201	113.766	188.3	243.55	71.0802
Nlrp1b	72.8919	68.7253	128.362	121.792	185.416	191.91	306.693	98.9041
Nlrp1c-ps	36.6586	13.2164	45.8317	27.6608	84.1465	99.9203	121.775	26.6261
Nlrp2	62.6639	11.8948	23.0579	3.73496	5.4445	74.4231	54.1222	1.58903
Nlrp3	111.615	104.41	62.0623	25.2386	32.9991	126.106	108.244	80.5794
Nlrp4a	67.0294	21.1462	52.6446	15.1093	86.0028	130.329	112.755	4.76711
Nlrp4b	37.2356	26.4328	29.2256	8.7601	25.5737	52.5153	18.0407	13.1193
Nlrp4c	30.2944	10.5731	25.6963	10.6728	11.055	43.9106	9.02037	3.98428
Nlrp4e	28.7124	21.1462	10.3999	7.53769	32.9991	50.3144	0	3.17807
Nlrp4f	141.695	76.6551	138.747	97.8094	141.486	259.344	180.407	68.6732
Nlrp4g	13.8257	7.92984	34.0981	27.6044	38.6512	50.5852	27.0611	22.6106
Nlrp5	113.643	31.7194	50.0446	14.4303	65.8321	166.306	126.285	3.18197
Nlrp5-ps	42.4676	10.5731	26.6449	9.41647	21.9441	69.572	63.1426	3.17807
Nlrp6	60.2322	10.5731	29.2448	18.1991	36.8778	117.899	9.02037	15.4834
Nlrp9a	69.8057	26.4328	59.8426	11.3404	60.5952	132.057	36.0815	16.6927
Nlrp9b	93.882	23.7895	76.0299	15.0754	42.1148	145.712	108.244	5.56553
Nlrp9c	70.8655	48.9007	53.9157	37.0208	36.7118	153.178	90.2037	5.94525
Nlrx1	572.632	151.989	126.71	64.7606	82.4977	293.115	257.081	94.1563
NM_001145878	48.001	27.7544	28.9463	23.2582	14.5187	58.6425	31.5713	35.3542
NM_177808	38.9746	30.3977	26.2982	19.4893	53.2943	55.903	9.02037	26.63
Nmb	477.081	146.702	181.315	199.137	154.106	161.417	139.816	273.663
Nmbr	192.516	414.995	322.098	406.923	335.56	179.656	230.02	288.864
Nmd3	1051.32	978.013	670.576	766.219	550.511	414.781	473.57	671.799
Nme1	128.065	59.4738	109.82	101.748	115.538	149.728	148.836	104.857
Nme2	124.37	103.088	172.831	196.365	158.026	155.175	117.265	187.123
Nme3	576.511	141.415	119.893	141.258	93.5528	98.9092	40.5917	253.893
Nme4	476.454	157.275	158.81	114.288	88.1498	232.733	220.999	208.528
Nme5	233.255	81.9417	97.4366	103.559	80.517	190.429	184.918	92.5867
Nme6	759.921	426.89	190.52	198.969	277.236	179.5	126.285	326.179
Nme7	672.053	441.428	240.762	287.576	176.092	246.185	293.162	283.675
Nme8	53.7118	25.1112	44.5125	23.8468	49.4571	66.4349	27.0611	26.2114
Nme9	93.9355	35.6843	37.324	32.0634	7.34235	104.61	139.816	37.3073
Nmi	112.881	48.9007	127.004	71.6419	99.4539	118.93	193.938	94.1953
Nmnat1	107.582	29.0761	61.1185	27.6156	49.6232	152.286	103.734	45.6634
Nmnat2	519.697	458.609	563.091	722.385	458.358	214.129	329.244	757.06
Nmnat3	336.323	362.129	243.748	281.995	176.466	282.534	243.55	359.533
Nmral1	127.104	251.112	70.204	26.3706	56.924	186.693	234.53	42.5204
Nmrk1	1581.42	1789.5	1330.59	1607.59	1531.63	602.494	771.242	1156.72
Nmrk2	275.705	79.2984	58.4993	45.2488	84.2711	153.228	94.7139	70.3558
Nms	100.133	95.1581	74.441	89.8073	110.219	107.552	63.1426	94.9587
Nmt1	1922.81	659.498	300.86	356.219	266.223	191.31	234.53	865.724
Nmt2	4233.94	2249.43	1473.62	1205.45	991.923	492.99	617.896	1214.24
Nmu	59.891	19.8246	26.0046	26.9479	33.1651	82.1059	49.6121	25.4324
Nmur1	152.543	56.8305	67.2189	40.201	49.7062	133.031	94.7139	37.3346
Nmur2	262.44	108.374	78.9573	70.3744	77.0532	119.434	85.6935	108.481
Nnat	0	0	0	0	0	0	0	0
Nnmt	94.4327	55.5089	113.696	106.818	75.4044	128.865	126.285	226.562
Nnt	625.656	582.843	587.011	549.63	585.324	657.76	640.446	516.856
Noa1	204.283	146.702	177.419	132.453	159.966	251.074	117.265	164.896
Nob1	160.407	165.205	129.315	103.049	159.924	243.242	514.161	125.917
Nobox	121.124	137.451	119.295	69.831	157.571	159.687	112.755	92.5126
Noc2l	1866.79	457.287	374.608	359.217	282.265	364.245	604.365	463.561
Noc3l	94.0038	37.0059	74.4795	53.9862	96.7673	103.602	58.6324	39.7726
Noc4l	111.549	38.3276	49.4138	25.1708	66.0812	94.545	130.795	42.5048
Noct	596.842	469.182	367.149	425.913	288.375	192.06	306.693	398.48
Nod1	139.867	58.1521	64.6671	47.8065	146.681	131.429	54.1222	61.9452
Nod2	236.244	181.065	180.635	139.436	189.211	264.259	239.04	178.829
Nodal	153.615	31.7194	47.4351	23.2469	45.9105	109.481	130.795	71.166
Nog	1508.28	771.838	743.529	1009.7	820.363	347.655	577.304	819.563
Nol10	742.518	429.533	291.582	209.799	137.483	134.218	148.836	326.113
Nol11	73.6026	42.2925	41.5996	30.083	47.7669	102.265	72.163	46.0977
Nol12	430.127	138.772	63.6608	48.9498	41.9903	76.5519	67.6528	86.9511
Nol3	402.68	489.007	337.905	378.039	266.099	223.272	243.55	458.828
Nol4	147.442	248.468	136.831	109.953	152.5	138.464	45.1019	112.446
Nol4l	374.975	289.439	327.943	357.655	297.324	308.959	320.223	513.673
Nol6	150.613	56.8305	165.079	224.309	163.264	164.135	225.509	232.837
Nol7	419.977	272.258	285.905	343.599	251.165	216.341	306.693	429.792
Nol8	2126.51	2468.82	1502.62	1888.64	1480.92	712.92	721.63	1399.78
Nol9	303.36	105.731	85.7749	64.1946	91.7794	172.825	193.938	113.178
Nolc1	475.212	206.176	210.988	206.63	120.692	165.396	288.652	298.211
Nom1	313.847	255.076	189.201	175.947	181.702	127.498	202.958	183.96
Nomo1	645.315	161.24	197.314	119.325	93.4695	169.778	157.857	221.326
Nono	2037.6	1042.77	766.587	815.18	593.041	306.043	297.672	947.11
Nop10	480.278	592.095	437.763	549.222	584.05	278.55	270.611	363.827
Nop14	149.562	46.2574	71.7929	31.4297	82.6223	128.77	230.02	67.1621
Nop16	136.02	52.8656	42.9188	22.5679	38.4852	100.243	198.448	31.7807
Nop2	628.049	323.802	219.375	251.154	163.305	178.777	117.265	316.653
Nop53	65.9842	11.8948	12.9855	5.01384	23.8004	38.9155	49.6121	12.3169
Nop56	75.6681	5.28656	15.5758	6.94909	12.7038	28.4009	36.0815	12.3131
Nop58	645.457	565.662	317.75	374.406	125.152	142.405	148.836	355.181
Nop9	556.678	420.281	193.741	170.843	192.716	199.19	162.367	255.808
Nos1	1088.48	449.358	408.171	361.843	244.403	428.033	432.978	816.339
Nos1ap	494.921	346.27	701.096	917.074	786.493	631.215	590.834	1236.52
Nos2	199.499	130.842	89.0635	54.0879	73.382	235.838	135.306	119.913
Nos3	134.016	59.4738	34.4256	30.1056	23.8834	143.819	144.326	39.7182
Nosip	640.729	150.667	64.98	27.027	57.007	123.453	144.326	90.9704
Nostrin	135.019	179.743	92.3182	86.0723	93.5943	134.55	99.2241	94.199
Notch1	682.952	236.574	178.825	101.816	167.142	552.05	396.896	227.209
Notch2	589.916	771.838	400.415	337.668	370.374	225.528	171.387	355.549
Notch3	174.1	31.7194	55.8994	23.2129	55.1922	136.707	31.5713	38.9431
Notch4	136.598	66.082	48.3884	21.3455	29.3695	128.92	117.265	28.1489
Noto	86.231	105.731	141.452	176.367	122.84	171.171	130.795	344.39
Notum	76.0202	31.7194	43.8673	20.0553	14.7677	106.445	54.1222	36.9549
Nov	563.22	720.294	1402.02	1477.34	1446.57	590.165	649.467	1589.95
Nova1	243.827	441.428	1056	1117.74	751.886	348.572	545.733	701.761
Nova2	2405.95	839.241	611.754	377.111	244.113	280.552	288.652	746.778
Nox1	178.347	269.615	396.702	459.901	279.092	263.795	428.468	355.115
Nox3	89.5196	29.0761	46.501	50.919	12.8284	103.118	81.1834	67.5263
Nox4	366.405	92.5148	65.293	57.2116	64.1834	76.5519	81.1834	40.129
Noxa1	92.9228	35.6843	35.8026	12.5741	40.3415	127.192	139.816	33.3737
Noxo1	666.873	89.8715	70.8251	47.1388	49.3327	96.8178	126.285	103.276
Noxred1	69.8608	21.1462	33.8141	38.3109	40.0924	79.5277	130.795	48.4695
Npas1	247.755	58.1521	61.7156	8.80526	58.6559	118.115	67.6528	25.0332
Npas2	621.18	548.48	413.791	499.254	475.48	275.286	220.999	588.989
Npas3	1486.73	1017.66	369.793	387.433	387.081	319.445	293.162	366.653
Npas4	116.653	122.912	118.66	99.3025	137.731	159.827	126.285	163.617
Npat	3098.63	2160.88	1015.87	1184.11	997.162	559.318	608.875	1656.14
Npb	175.964	50.2223	61.0367	41.446	40.3415	102.323	72.163	73.859
Npbwr1	428.086	832.633	807.301	901.117	840.45	420.171	590.834	805.936
Npc1	338.051	688.574	878.318	1071.89	800.442	404.498	559.263	874.405
Npc1l1	66.537	40.9708	50.3336	11.3178	29.4524	123.475	90.2037	34.5518
Npc2	276.082	564.34	545.632	686.812	375.943	286.584	302.182	1241.38
Npcd	0	0	0	0	0	0	0	0
Npdc1	1285.43	259.041	304.346	278.579	282.846	343.539	419.447	536.54
Npepl1	350.647	274.901	126.739	110.541	99.0804	116.784	234.53	103.299
Npepps	141.919	285.474	180.337	281.238	178.363	190.375	225.509	319.048
Npff	0	0	0	0	0	0	0	0
Npffr1	143.62	133.486	76.9832	43.3247	51.3135	134.345	117.265	63.9646
Npffr2	436.305	592.095	352.985	336.129	381.761	204.864	324.733	273.713
Nphp1	91.373	56.8305	59.1638	27.0496	44.0541	119.071	180.407	31.3893
Nphp3	1513.94	1724.74	466.416	464.745	578.481	382.074	279.632	893.344
Nphp4	2390.37	1058.63	626.078	594.131	456.833	469.72	414.937	1626.31
Nphs1	418.592	257.72	64.9656	15.098	36.5457	121.502	94.7139	61.1507
Nphs1os	92.8797	71.3685	34.0934	11.2952	40.383	105.961	63.1426	10.3365
Nphs2	67.6074	52.8656	91.2686	83.0502	76.9702	111.1	121.775	93.3968
Npl	110.502	31.7194	28.8982	18.2105	36.7118	86.5394	54.1222	30.1956
Nploc4	203.276	128.199	159.811	131.944	60.7612	187.831	279.632	382.241
Npm1	198.602	58.1521	96.7818	72.9095	73.1745	139.092	108.244	92.2071
Npm2	210.535	85.9066	85.1298	71.4838	42.2393	159.957	144.326	71.8942
Npm3	597.275	215.427	233.93	268.618	271.957	177.644	356.305	375.733
Npm3-ps1	63.7849	25.1112	44.5076	15.064	31.3087	96.4229	76.6732	37.7299
Npnt	151.957	256.398	163.904	133.856	124.82	174.689	139.816	127.957
Nppa	749.057	185.03	322.632	152.712	124.986	268.73	451.019	262.067
Nppb	119.591	50.2223	62.7411	28.2607	49.3327	124.735	117.265	43.3072
Nppc	142.23	95.1581	70.5555	50.2287	71.4842	133.881	108.244	79.0332
Npr1	113.834	572.27	348.42	452.907	395.254	237.845	275.121	390.465
Npr2	1273.08	388.562	430.618	358.052	242.298	449.952	315.713	616.918
Npr3	90.2826	95.1581	231.744	273.281	251.911	156.751	230.02	214.849
Nprl2	323.292	170.492	81.5572	78.512	47.7669	39.2035	58.6324	222.066
Nprl3	1047.84	687.253	578.421	680.724	607.062	412.892	207.469	756.879
Nps	41.4034	15.8597	38.027	15.0754	69.9599	97.002	40.5917	32.1878
Npsr1	164.878	173.135	242.111	303.51	279.217	239.848	243.55	444.911
Nptn	1142.08	352.878	230.988	223.663	157.653	258.264	270.611	388.168
Nptx1	150.158	37.0059	43.2029	11.9291	53.3359	109.62	63.1426	43.6791
Nptx2	566.485	302.656	445.279	396.974	197.787	229.938	239.04	769.346
Nptxr	0	0	0	0	0	0	0	0
Npvf	77.442	19.8246	42.2399	20.078	33.0821	88.9044	180.407	13.1116
Npw	160.937	60.7954	43.5592	7.58289	20.0877	123.925	130.795	33.7573
Npy	249.938	186.351	102.049	87.3624	104.774	117.525	94.7139	86.1839
Npy1r	458.521	915.896	755.109	816.029	910.245	349.231	451.019	569.27
Npy2r	181.779	185.03	169.745	145.649	210.739	192.851	180.407	137.867
Npy4r	85.5832	44.9358	62.3849	45.826	81.43	116.496	90.2037	58.4108
Npy5r	112.947	228.644	440.869	425.981	448.216	293.774	261.591	366.676
Npy6r	117.676	97.8013	126.335	97.9109	121.439	189.222	320.223	83.4128
Nqo1	196.252	59.4738	57.1176	31.3957	73.4236	101.778	22.5509	60.7709
Nqo2	810.407	1229.12	864.283	947.882	791.782	439.734	414.937	740.084
NR_027905	84.5456	118.948	423.145	355.053	150.394	143.849	198.448	314.316
NR_033574	38.3259	10.5731	24.406	8.16019	11.055	53.9902	81.1834	19.0607
NR_033578	0	0	1.29036	2.51256	0	0	9.02037	0.79062
NR_033601	85.6959	67.4036	76.4006	94.1308	144.867	126.849	99.2241	57.9415
NR_046212	78.5235	84.5849	71.4703	54.62	126.469	89.0138	144.326	56.3835
Nr0b1	78.9489	51.544	61.4171	48.237	43.9296	91.5717	94.7139	34.9549
Nr0b2	52.6733	15.8597	17.8676	10.6615	18.3974	116.167	171.387	24.6495
Nr1d1	427.631	244.503	244.676	323.329	329.297	288.682	148.836	887.361
Nr1d2	321.601	389.884	588.503	685.409	510.087	323.866	482.59	579.959
Nr1h2	1320.53	396.492	275.188	150.007	183.559	290.675	284.142	346.841
Nr1h3	265.546	80.62	65.63	74.1094	60.2216	128.393	126.285	63.1623
Nr1h4	210.189	62.1171	58.5426	35.2098	66.2472	154.204	130.795	28.5871
Nr1h5	89.8603	31.7194	30.93	42.7136	58.7388	97.4142	76.6732	37.3541
Nr1i2	193.713	104.41	121.501	106.207	78.8681	150.286	121.775	82.6378
Nr1i3	92.9158	46.2574	45.4947	31.3957	29.2034	100.588	72.163	32.1878
Nr2c1	497.363	555.089	416.347	481.801	476.507	373.971	369.835	477.933
Nr2c2	658.939	290.761	214.589	272.771	198.036	301.022	302.182	317.878
Nr2c2ap	926.79	467.86	69.1977	47.6936	33.3311	103.147	76.6732	81.4206
Nr2e1	108.487	37.0059	34.0934	40.9026	20.1292	83.601	85.6935	36.912
Nr2e3	89.3434	22.4679	63.7666	23.2582	47.7669	133.788	45.1019	35.7612
Nr2f1	365.278	454.644	108.26	114.356	128.284	148.342	171.387	105.651
Nr2f2	139.835	63.4387	39.3558	30.8184	93.8432	72.2049	54.1222	48.8531
Nr2f6	746.349	368.737	214.262	214.055	207.318	222.402	207.469	276.528
Nr3c1	387.83	787.697	852.593	1123.8	843.292	531.251	658.487	1022.09
Nr3c2	2143.08	3477.23	2345.01	2598.08	3033.42	984.173	1569.54	2036.78
Nr4a1	370.693	371.381	287.615	248.223	260.612	251.829	288.652	503.713
Nr4a2	200.663	97.8013	109.825	79.1457	166.976	140.316	135.306	70.7395
Nr4a3	5682.97	4574.2	2550.97	2797.95	2565.57	988.381	1497.38	2964.43
Nr5a1	383.986	108.374	139.123	82.892	137.773	328.047	338.264	133.448
Nr5a2	188.93	89.8715	315.877	361.877	259.046	164.376	924.588	617.837
n-R5s117	3.23378	0	0	0	0	0	0	0.395311
n-R5s121	3.43646	0	0.654805	0	0	0.97368	0	1.58903
n-R5s122	0	0	0	0	0	0	0	0.399207
n-R5s123	0	0	0	0	0	0	0	0
n-R5s124	0	0	0	0	0	0	0	0
n-R5s128	0	0	0	0	0	0.82964	9.02037	0
n-R5s133	0	0	0	0	0	0	0	0
n-R5s134	0	0	1.29998	0	0	0	0	0
n-R5s136	3.51156	0	0	0	1.85634	2.777	0	1.19762
n-R5s138	1.31231	0	0	0	0	0	0	0
n-R5s139	3.43646	0	0	0	0	0.97368	0	0
n-R5s141	0	0	0	0	0	0	0	0
n-R5s142	0	0	0	0	0	0	0	0
n-R5s143	0	0	0	0	0	0	0	0
n-R5s144	0.785615	0	0	1.26757	0	0	0	0
n-R5s146	15.2006	7.92984	1.94516	0	7.42535	6.23961	0	3.98428
n-R5s149	47.8217	71.3685	20.7757	6.31528	11.055	17.4197	4.51019	13.5224
Nr6a1	111.014	153.31	60.0979	64.7946	66.0812	122.228	121.775	67.941
Nradd	365.702	66.082	74.7107	52.1188	69.6278	159.684	175.897	82.6495
Nrap	288.613	206.176	133.538	71.0307	112.158	316.178	148.836	129.049
Nrarp	1250.05	578.878	82.838	48.9612	97.1409	138.835	54.1222	60.8138
Nras	1416.36	570.948	440.599	560.981	395.627	288.315	338.264	520.429
Nrbf2	76.3441	126.877	94.2441	121.113	112.199	102.285	108.244	119.216
Nrbp1	2135.93	578.878	351.342	344.844	252.855	351.608	275.121	472.44
Nrbp2	1097.59	794.305	308.997	328.399	302.976	362.842	320.223	555.639
Nrcam	1784.98	1945.45	3065.76	3452.56	3417.65	1542.09	2137.83	2808.97
Nrd1	2937.51	1900.52	1324.06	1171.43	881.29	619.977	681.038	1696.58
Nrde2	250.637	469.182	875.497	1223.39	802.423	390.46	532.202	1332.73
Nrep	180.435	256.398	146.875	106.84	110.26	127.299	99.2241	106.876
Nrf1	1044.93	329.088	291.418	362.963	238.834	320.067	243.55	314.327
Nrg1	433.14	342.305	673.662	612.884	741.121	545.321	622.406	444.95
Nrg2	1782.18	708.399	718.988	1046.3	598.153	503.74	649.467	1000.93
Nrg3	236.926	300.012	283.31	314.105	271.004	262.893	225.509	344.433
